Gene,Si,Koni,Koffi,SKoffi,Exi
PF3D7-0100100,0.000264,156.108132,77.845311,3e-06,0.000175
PF3D7-0100200,0.001537,193.010221,91.832047,1.7e-05,0.001039
PF3D7-0100300,0.000384,143.536711,68.466772,6e-06,0.000259
PF3D7-0100400,0.001532,137.408218,90.13236,1.7e-05,0.000923
PF3D7-0100500,0.014533,178.912753,102.823502,0.000143,0.00919
PF3D7-0100600,0.001468,188.50456,99.46645,1.5e-05,0.000954
PF3D7-0100700,0.007575,149.455749,74.518625,0.000102,0.005047
PF3D7-0100800,0.001503,135.556244,70.099247,2.3e-05,0.000995
PF3D7-0100900,0.00169,154.510896,111.021011,1.5e-05,0.000978
PF3D7-0101000,0.001477,115.821822,62.126788,2.4e-05,0.000956
PF3D7-0101100,0.001708,158.39122,86.905582,2.1e-05,0.001107
PF3D7-0101200,0.002057,153.054102,58.564699,3.5e-05,0.001486
PF3D7-0101300,0.001544,114.634205,86.652495,1.8e-05,0.000875
PF3D7-0101400,0.00167,184.898972,62.687609,2.7e-05,0.001244
PF3D7-0101500,0.000923,139.868655,66.664363,1.4e-05,0.000625
PF3D7-0101600,0.001437,190.767508,104.786713,1.4e-05,0.000928
PF3D7-0101700,0.001169,131.847961,71.173485,1.7e-05,0.000758
PF3D7-0101800,0.001765,122.038027,56.686823,3.5e-05,0.001183
PF3D7-0101900,0.001297,266.447635,78.252648,1.7e-05,0.000999
PF3D7-0102000,0.002126,153.519381,85.953229,2.5e-05,0.001356
PF3D7-0102100,0.001999,177.982565,115.393805,1.8e-05,0.001217
PF3D7-0102200,0.002976,1.816613,3.532321,0.000843,0.001011
PF3D7-0102300,0.001305,101.451871,51.165053,2.6e-05,0.000854
PF3D7-0102400,0.001223,125.64355,46.430553,2.7e-05,0.000893
PF3D7-0102500,0.023933,0.532918,23.149434,0.001036,0.000539
PF3D7-0102600,0.000432,235.017438,85.6955,5e-06,0.000311
PF3D7-0102700,0.000849,249.436057,68.731598,1.3e-05,0.000662
PF3D7-0102800,0.000855,129.00848,115.639861,7e-06,0.000446
PF3D7-0102900,0.000593,153.416061,67.656611,9e-06,0.000408
PF3D7-0103000,0.000968,197.653532,91.665153,1.1e-05,0.000659
PF3D7-0103100,0.000379,99.857581,42.761594,9e-06,0.000265
PF3D7-0103200,0.000764,200.352461,86.767692,9e-06,0.000532
PF3D7-0103300,0.000541,192.202581,76.784627,7e-06,0.000379
PF3D7-0103400,0.001875,3.91456,5.374855,0.00035,0.00079
PF3D7-0103500,0.000326,133.265607,83.427618,4e-06,0.000198
PF3D7-0103600,0.000442,153.281559,94.474194,5e-06,0.000272
PF3D7-0103700,0.001045,124.246287,66.147892,1.6e-05,0.000682
PF3D7-0103800,0.001026,124.864215,56.317984,1.8e-05,0.000706
PF3D7-0103900,0.000801,115.043904,67.104677,1.2e-05,0.000505
PF3D7-0104000,0.003112,193.046333,86.215611,3.6e-05,0.002141
PF3D7-0104100,0.000597,91.719897,65.171821,9e-06,0.00035
PF3D7-0104200,0.002519,4.444801,6.198591,0.000408,0.001052
PF3D7-0104300,0.000819,2.427701,4.030004,0.000204,0.000308
PF3D7-0104400,0.000653,127.15008,48.64239,1.4e-05,0.000472
PF3D7-0104500,0.001741,186.262762,180.290888,1e-05,0.00087
PF3D7-0104600,0.000384,176.658758,89.188804,4e-06,0.000255
PF3D7-0104700,0.000635,206.932494,62.733273,1e-05,0.000483
PF3D7-0104800,0.001252,57.500683,51.378085,2.5e-05,0.000656
PF3D7-0104900,0.004621,132.389292,47.510502,9.8e-05,0.003342
PF3D7-0105000,0.004618,177.855896,85.025334,5.5e-05,0.003121
PF3D7-0105100,0.001225,137.973781,55.531075,2.2e-05,0.000872
PF3D7-0105200,0.000824,140.362098,61.880158,1.4e-05,0.00057
PF3D7-0105300,0.00401,22.444151,25.215294,0.000167,0.00189
PF3D7-0105400.1,0.00148,134.781487,78.095946,1.9e-05,0.000923
PF3D7-0105400.2,0.003421,221.595724,67.573825,5.1e-05,0.002616
PF3D7-0105500,0.001592,140.49728,75.341569,2.2e-05,0.001021
PF3D7-0105600,0.000549,140.189794,112.199062,5e-06,0.000304
PF3D7-0105700,0.0006,7.255613,8.892304,6.8e-05,0.000269
PF3D7-0105800,0.001243,19.858754,23.12502,5.5e-05,0.000575
PF3D7-0105900,0.001297,88.603604,78.722622,1.7e-05,0.000687
PF3D7-0106000,0.001743,8.604781,10.385537,0.00017,0.00079
PF3D7-0106100,0.001297,129.250837,89.819865,1.5e-05,0.000747
PF3D7-0106200,0.002973,110.554588,150.031509,2e-05,0.001262
PF3D7-0106300,0.001397,5.033293,6.440912,0.000218,0.000613
PF3D7-0106400,0.001997,181.461403,116.496533,1.7e-05,0.001215
PF3D7-0106500,0.000403,103.559614,43.29582,9e-06,0.000284
PF3D7-0106600,0.002304,141.957214,115.926901,2e-05,0.001247
PF3D7-0106700,0.00065,85.829513,92.298608,7e-06,0.000312
PF3D7-0106800,0.002364,82.476222,45.982979,5.2e-05,0.001505
PF3D7-0106900,0.00105,81.254895,59.272584,1.8e-05,0.000604
PF3D7-0107000,0.001335,113.975197,42.23999,3.2e-05,0.000973
PF3D7-0107100,0.000871,135.792342,62.045045,1.4e-05,0.000595
PF3D7-0107200,0.00123,168.635742,91.616604,1.3e-05,0.000794
PF3D7-0107300,0.001556,158.725496,212.966507,7e-06,0.000664
PF3D7-0107400,0.001281,132.455387,83.00917,1.5e-05,0.000783
PF3D7-0107500,0.000498,43.095016,48.526449,1.1e-05,0.000232
PF3D7-0107600,0.000335,192.605326,140.884608,2e-06,0.000193
PF3D7-0107700,0.001386,140.048271,98.671895,1.5e-05,0.000807
PF3D7-0107800,0.000524,142.721308,102.49083,5e-06,0.000301
PF3D7-0107900,0.001715,122.143373,78.400586,2.2e-05,0.001042
PF3D7-0108000,0.001257,225.057911,60.198432,2.1e-05,0.000981
PF3D7-0108100,0.000978,143.456758,101.300187,1e-05,0.000573
PF3D7-0108300,0.000965,4.585777,5.901661,0.000164,0.000422
PF3D7-0108400.1,0.000875,152.21964,75.302841,1.2e-05,0.000585
PF3D7-0108400.2,0.003164,108.526034,66.101016,4.8e-05,0.001962
PF3D7-0108500,0.001379,22.201697,26.026389,5.5e-05,0.000636
PF3D7-0108600,0.000834,171.045312,94.326944,9e-06,0.000534
PF3D7-0108700,0.000945,22.975528,25.891234,3.8e-05,0.000445
PF3D7-0108800,0.000868,132.966762,41.858054,2.1e-05,0.000652
PF3D7-0108900,0.002775,173.404942,107.711989,2.6e-05,0.001715
PF3D7-0109000,0.002481,4.889919,6.788599,0.000367,0.001039
PF3D7-0109100,0.000567,81.796422,58.136839,1e-05,0.000331
PF3D7-0109200,0.000944,165.079477,60.63825,1.6e-05,0.00069
PF3D7-0109300,0.000952,161.893449,77.223525,1.3e-05,0.000645
PF3D7-0109400,0.000989,130.175716,64.026831,1.6e-05,0.000662
PF3D7-0109500,0.001245,219.473635,106.036613,1.2e-05,0.000834
PF3D7-0109600,0.003235,148.12695,94.422202,3.5e-05,0.001975
PF3D7-0109700,0.001285,151.062809,65.001967,2e-05,0.000898
PF3D7-0109800,0.000837,124.283483,76.454185,1.1e-05,0.000518
PF3D7-0109850,0.002501,8.841912,10.858604,0.000231,0.001122
PF3D7-0109950,0.002038,143.74172,58.696884,3.5e-05,0.001435
PF3D7-0110000,0.001074,242.729727,85.514223,1.3e-05,0.000789
PF3D7-0110100,0.000467,144.561014,59.74468,8e-06,0.000329
PF3D7-0110200,0.001165,189.856768,72.125169,1.6e-05,0.000838
PF3D7-0110300,0.00551,183.5538,85.404026,6.5e-05,0.003743
PF3D7-0110400,0.001427,165.9889,89.425115,1.6e-05,0.000924
PF3D7-0110500,0.000314,120.906675,63.144762,5e-06,0.000206
PF3D7-0110600,0.0009,9.569487,11.535927,7.9e-05,0.000408
PF3D7-0110700,0.000493,135.353125,85.286684,6e-06,0.0003
PF3D7-0110800,0.000837,67.011797,35.527391,2.5e-05,0.000543
PF3D7-0110900,0.001316,185.37304,93.358473,1.4e-05,0.000867
PF3D7-0111000,0.000516,55.450483,45.094344,1.2e-05,0.000278
PF3D7-0111200,0.0027,137.583248,70.344088,3.9e-05,0.001784
PF3D7-0111300,0.000671,51.148829,57.58692,1.2e-05,0.000314
PF3D7-0111400,0.000693,146.333983,76.517574,9e-06,0.000453
PF3D7-0111500,0.002502,15.818205,18.145642,0.000142,0.001168
PF3D7-0111600,0.001381,134.712733,51.300357,2.7e-05,0.000999
PF3D7-0111700,0.001395,169.213137,99.405212,1.5e-05,0.000873
PF3D7-0111800,0.000396,161.629757,85.56747,5e-06,0.000259
PF3D7-0111900,0.005547,154.190267,78.675496,7.3e-05,0.003624
PF3D7-0112000,0.001478,208.584899,169.150289,9e-06,0.000803
PF3D7-0112100,0.003576,175.071753,120.179303,3e-05,0.002099
PF3D7-0112200,0.000344,106.77879,112.250615,3e-06,0.000169
PF3D7-0112300,0.000631,188.324596,59.171691,1.1e-05,0.000479
PF3D7-0112500,0.011142,191.335997,103.367237,0.000117,0.007252
PF3D7-0112700,0.000359,85.607766,36.584093,1e-05,0.000251
PF3D7-0112800,0.000943,196.950865,120.439447,8e-06,0.000584
PF3D7-0112900,0.000331,199.850984,55.956241,6e-06,0.000255
PF3D7-0113000,0.000996,59.756391,79.005518,1.3e-05,0.000428
PF3D7-0113100,0.000355,130.757675,101.014895,4e-06,0.0002
PF3D7-0113200,0.000859,243.956443,97.177769,9e-06,0.000607
PF3D7-0113300,0.000556,149.958844,76.538459,7e-06,0.000368
PF3D7-0113400,0.000681,202.22905,58.887024,1.2e-05,0.000525
PF3D7-0113600,0.000264,140.513971,63.675434,4e-06,0.000181
PF3D7-0113700,0.000534,192.281741,63.36879,8e-06,0.000397
PF3D7-0113800,0.000456,6.236875,8.685904,5.3e-05,0.000191
PF3D7-0113900,0.001409,161.372882,96.833933,1.5e-05,0.000878
PF3D7-0114000,0.000412,105.853493,89.262715,5e-06,0.000222
PF3D7-0114100,0.001397,133.326173,104.604131,1.3e-05,0.000779
PF3D7-0114200,0.001468,185.221293,87.605182,1.7e-05,0.000987
PF3D7-0114300,0.001741,219.404078,135.172774,1.3e-05,0.001073
PF3D7-0114400,0.001051,146.013783,59.626153,1.8e-05,0.000746
PF3D7-0114500,0.001443,130.071909,54.53241,2.7e-05,0.001014
PF3D7-0114600,0.001668,191.632823,99.636584,1.7e-05,0.001096
PF3D7-0114700,0.001547,163.773496,73.549313,2.2e-05,0.001059
PF3D7-0114750,0.007393,236.019377,63.703811,0.000117,0.005816
PF3D7-0114800,0.002791,140.08794,100.29308,2.8e-05,0.001627
PF3D7-0114900,0.002411,117.562927,57.266709,4.2e-05,0.001619
PF3D7-0115000,0.000256,190.269506,73.465495,4e-06,0.000184
PF3D7-0115050,0.011381,155.503362,95.048684,0.00012,0.007051
PF3D7-0115100,0.001816,186.658028,100.200206,1.8e-05,0.001169
PF3D7-0115150,0.002973,129.828887,95.994187,3.1e-05,0.001698
PF3D7-0115200,0.001519,163.938041,103.683807,1.5e-05,0.00093
PF3D7-0115300,0.001878,150.903017,126.989997,1.5e-05,0.001018
PF3D7-0115400,0.001982,157.836535,110.955739,1.8e-05,0.001136
PF3D7-0115500,0.001329,108.698374,73.331294,1.8e-05,0.000793
PF3D7-0115600,0.001386,169.012616,89.744499,1.6e-05,0.000904
PF3D7-0115700,0.000218,152.021715,53.624488,4e-06,0.00016
PF3D7-0200100,0.000336,127.873713,72.661951,5e-06,0.000214
PF3D7-0200200,0.00139,207.799164,73.641138,2e-05,0.001025
PF3D7-0200300,0.001036,159.819067,52.661458,2e-05,0.000778
PF3D7-0200400,0.001514,185.894736,61.373489,2.6e-05,0.001126
PF3D7-0200500,0.001132,255.000067,55.025202,2.1e-05,0.000926
PF3D7-0200600,0.001488,164.989376,102.82171,1.5e-05,0.000913
PF3D7-0200700,0.001367,218.988697,68.140386,2e-05,0.001038
PF3D7-0200800,0.001141,200.970076,66.951024,1.7e-05,0.00085
PF3D7-0200900,0.00187,134.739969,83.856551,2.3e-05,0.001151
PF3D7-0201000,0.001848,138.992656,94.50052,2e-05,0.001096
PF3D7-0201100,0.007077,185.467298,85.005351,8.5e-05,0.004833
PF3D7-0201200,0.001565,129.287118,80.09259,2e-05,0.000962
PF3D7-0201300,0.001672,167.3313,82.065854,2.1e-05,0.001121
PF3D7-0201400,0.004632,102.268637,111.26624,4.2e-05,0.002192
PF3D7-0201500,0.000385,191.451329,79.656942,5e-06,0.000265
PF3D7-0201600,0.00087,148.530967,170.50319,5e-06,0.000406
PF3D7-0201700,0.000396,172.379007,47.806135,8e-06,0.000309
PF3D7-0201800,0.001075,123.561381,162.551548,7e-06,0.000463
PF3D7-0201900,0.000232,94.602922,41.13013,6e-06,0.000161
PF3D7-0202000,0.001663,5.028303,6.711631,0.000249,0.000713
PF3D7-0202100,0.000644,98.34305,51.993855,1.3e-05,0.000421
PF3D7-0202200,0.000548,145.487384,71.859177,8e-06,0.000368
PF3D7-0202300,0.001151,187.775153,62.173264,1.9e-05,0.000851
PF3D7-0202400,0.000577,72.524821,85.746542,7e-06,0.000265
PF3D7-0202500,0.003378,6.46808,8.464366,0.000401,0.001463
PF3D7-0202600.1,0.000407,111.613154,99.122437,4e-06,0.000216
PF3D7-0202600.2,0.00059,168.894755,223.102225,3e-06,0.000257
PF3D7-0202700,0.000675,109.785619,60.246981,1.1e-05,0.000433
PF3D7-0202800,0.000538,153.297367,89.192146,6e-06,0.000339
PF3D7-0202900,0.001562,172.221891,81.811616,1.9e-05,0.00106
PF3D7-0203000,0.001764,1.850896,3.353491,0.000527,0.000627
PF3D7-0203100,0.003031,0.758795,2.950741,0.001028,0.00062
PF3D7-0203200,0.000977,182.286351,77.475539,1.3e-05,0.000685
PF3D7-0203300,0.002102,131.763916,83.491554,2.5e-05,0.001284
PF3D7-0203400,0.001149,179.563753,95.2283,1.2e-05,0.000746
PF3D7-0203500,0.022107,155.757696,85.608374,0.000269,0.014301
PF3D7-0203600,0.000606,175.084532,70.800774,9e-06,0.000429
PF3D7-0203700,0.000729,158.736827,52.460115,1.4e-05,0.000547
PF3D7-0203800,0.00091,155.592776,139.620865,7e-06,0.000479
PF3D7-0203900,0.000691,148.940458,73.916904,1e-05,0.000461
PF3D7-0204000,0.000581,133.90183,65.405078,9e-06,0.000388
PF3D7-0204100,0.004799,1.028159,2.526088,0.001902,0.001388
PF3D7-0204200,0.006028,4.780108,6.726792,0.000899,0.002504
PF3D7-0204300,0.000653,166.067759,108.169707,6e-06,0.000393
PF3D7-0204400,0.00354,192.633542,63.898249,5.6e-05,0.002655
PF3D7-0204500,0.001253,173.900885,64.624703,2.1e-05,0.000911
PF3D7-0204600,0.000437,153.88771,117.988427,4e-06,0.000247
PF3D7-0204700,0.000649,214.944522,72.415869,9e-06,0.000486
PF3D7-0204800,0.000985,143.334814,91.288202,1.1e-05,0.000599
PF3D7-0204900,0.001363,189.502747,103.456019,1.3e-05,0.000871
PF3D7-0205000,0.000729,203.618491,80.154361,9e-06,0.000522
PF3D7-0205100,0.000586,194.327534,89.862128,7e-06,0.000401
PF3D7-0205200,0.002884,132.944229,82.296899,3.6e-05,0.00178
PF3D7-0205300,0.000823,117.811781,52.199176,1.6e-05,0.000568
PF3D7-0205400,0.001007,122.259553,153.451411,7e-06,0.000445
PF3D7-0205500,0.001497,170.140136,62.121414,2.5e-05,0.001098
PF3D7-0205600,0.000559,188.543452,62.119067,9e-06,0.000419
PF3D7-0205700.1,0.002734,146.208222,116.568331,2.4e-05,0.001522
PF3D7-0205700.2,0.002141,122.005294,47.190551,4.6e-05,0.001543
PF3D7-0205800,0.002714,144.230861,102.310439,2.7e-05,0.001592
PF3D7-0205900,0.00161,12.170774,14.059096,0.000116,0.000747
PF3D7-0206000,0.000797,14.129881,16.399694,4.9e-05,0.000369
PF3D7-0206100,0.000579,190.2159,133.89063,4e-06,0.000339
PF3D7-0206200,0.001456,14.741117,17.53997,8.5e-05,0.000665
PF3D7-0206300,0.000173,123.06108,67.316869,3e-06,0.000112
PF3D7-0206500,0.000489,160.621213,118.405645,4e-06,0.000281
PF3D7-0206600,0.000663,96.104495,39.604149,1.7e-05,0.000468
PF3D7-0206700,0.000559,136.109376,63.89664,9e-06,0.000377
PF3D7-0206800,0.030785,0.918195,4.006786,0.007691,0.005741
PF3D7-0206900.1,0.002358,8.048475,10.433041,0.000227,0.001027
PF3D7-0206900.2,0.000995,194.994236,87.881435,1.2e-05,0.000684
PF3D7-0207000,0.0151,1.812732,3.274219,0.004617,0.005381
PF3D7-0207100,0.016701,0.588775,6.052637,0.002763,0.001481
PF3D7-0207200,0.001423,110.736785,60.272977,2.4e-05,0.000919
PF3D7-0207300,0.000897,141.815572,107.986226,9e-06,0.00051
PF3D7-0207400,0.002653,2.062809,3.551387,0.000748,0.000975
PF3D7-0207500,0.004761,1.044537,2.585711,0.001843,0.00137
PF3D7-0207600,0.124714,0.45726,2.648219,0.047135,0.01837
PF3D7-0207700,0.003414,1.700704,3.160894,0.001082,0.001194
PF3D7-0207800,0.002203,4.086117,5.380878,0.000411,0.000951
PF3D7-0207900,0.000526,160.088238,103.819758,5e-06,0.000318
PF3D7-0208000,0.001598,10.047457,11.962611,0.000135,0.000729
PF3D7-0208100,0.000252,141.563627,68.146641,4e-06,0.000169
PF3D7-0208200,0.001401,115.372242,100.60966,1.4e-05,0.000745
PF3D7-0208300,0.000406,116.077462,124.953155,3e-06,0.000195
PF3D7-0208400,0.001195,3.245002,4.318264,0.000277,0.000513
PF3D7-0208500,0.000889,122.538506,69.668371,1.3e-05,0.000565
PF3D7-0208600,0.001921,81.775617,116.576704,1.7e-05,0.000793
PF3D7-0208700,0.001469,131.611385,55.027306,2.8e-05,0.001035
PF3D7-0208800,0.001001,129.853242,100.18273,1e-05,0.000564
PF3D7-0208900,0.000195,284.664371,102.693885,2e-06,0.000141
PF3D7-0209000,0.000139,148.055814,61.437908,2e-06,9.8e-05
PF3D7-0209100,0.000702,134.305295,82.662046,9e-06,0.000432
PF3D7-0209200,0.001139,161.414615,89.14904,1.3e-05,0.000729
PF3D7-0209300,0.001407,175.115249,68.472804,2.1e-05,0.001003
PF3D7-0209400,0.000739,138.157977,52.831235,1.4e-05,0.000535
PF3D7-0209500,0.002352,8.996973,12.113317,0.000195,0.001002
PF3D7-0209600,0.001182,34.380507,40.628741,3.1e-05,0.000543
PF3D7-0209700,0.001158,141.328214,111.461949,1e-05,0.000648
PF3D7-0209800,0.000732,137.514028,80.511928,9e-06,0.000457
PF3D7-0209900,0.002995,167.051761,94.843371,3.2e-05,0.00191
PF3D7-0210000,0.001469,155.066211,60.689378,2.5e-05,0.001052
PF3D7-0210100.1,0.002441,122.485193,122.624957,2e-05,0.001219
PF3D7-0210100.2,0.015424,114.51452,66.687671,0.000232,0.009537
PF3D7-0210200,0.001016,3.092923,4.253143,0.000239,0.000428
PF3D7-0210300,0.000622,169.299815,64.919201,1e-05,0.000449
PF3D7-0210400,0.001909,115.685536,107.165763,1.9e-05,0.000995
PF3D7-0210500,0.000486,103.36251,81.865303,6e-06,0.000271
PF3D7-0210600,0.054526,0.523959,7.07281,0.00772,0.003763
PF3D7-0210700,0.001512,97.992185,40.833956,3.8e-05,0.001065
PF3D7-0210800,0.000684,197.11038,98.036194,7e-06,0.000453
PF3D7-0210900,0.000897,148.724287,63.653849,1.4e-05,0.000621
PF3D7-0211000,0.00224,111.817357,78.186747,2.9e-05,0.001312
PF3D7-0211100,0.00043,189.350174,101.117003,4e-06,0.000279
PF3D7-0211200,0.001758,85.453423,75.841712,2.3e-05,0.00093
PF3D7-0211300,0.001458,148.529281,79.895762,1.9e-05,0.000948
PF3D7-0211400,0.001015,174.200782,58.770084,1.8e-05,0.000756
PF3D7-0211500,0.000692,113.579822,84.876736,8e-06,0.000393
PF3D7-0211600,0.00325,79.616358,59.351822,5.7e-05,0.001861
PF3D7-0211700,0.000605,107.505494,86.007752,7e-06,0.000337
PF3D7-0211800,0.000838,117.868869,56.900047,1.5e-05,0.000564
PF3D7-0211900,0.001025,107.32986,68.713756,1.5e-05,0.000623
PF3D7-0212000,0.001028,163.1738,57.639928,1.8e-05,0.000754
PF3D7-0212100,0.000786,11.359477,13.518846,5.9e-05,0.000359
PF3D7-0212200,0.000966,195.420013,145.669559,7e-06,0.000552
PF3D7-0212300,0.000547,154.154155,78.336723,7e-06,0.000358
PF3D7-0212400,0.000465,5.319171,6.867903,6.8e-05,0.000203
PF3D7-0212500,0.000755,2.87252,4.104658,0.000184,0.000311
PF3D7-0212600,0.062226,0.556357,13.602969,0.004582,0.002447
PF3D7-0212700,0.000982,189.414015,91.513166,1.1e-05,0.00066
PF3D7-0212800,0.000375,142.8707,120.036079,3e-06,0.000202
PF3D7-0212900,0.001662,79.642659,76.642539,2.2e-05,0.000845
PF3D7-0213000,0.001181,131.34882,167.483096,7e-06,0.000521
PF3D7-0213100,0.000778,192.892987,88.007443,9e-06,0.000526
PF3D7-0213200,0.001757,141.572219,91.052208,2e-05,0.001067
PF3D7-0213400,0.000604,143.595235,52.798395,1.2e-05,0.000439
PF3D7-0213300,0.001937,148.623204,65.461873,3e-05,0.001344
PF3D7-0213500,0.000966,177.295652,95.879818,1e-05,0.000625
PF3D7-0213600,0.000255,174.691792,103.535486,3e-06,0.000159
PF3D7-0213700,0.00146,157.411152,125.31603,1.2e-05,0.000804
PF3D7-0213800,0.000663,212.21466,59.538244,1.1e-05,0.000515
PF3D7-0213900,0.000389,120.360499,74.940431,5e-06,0.000238
PF3D7-0214000,0.000627,145.494924,79.077364,8e-06,0.000405
PF3D7-0214100,0.001642,5.821996,7.095992,0.000232,0.00074
PF3D7-0214200,0.001424,137.522244,107.317243,1.4e-05,0.000794
PF3D7-0214300,0.000183,180.399842,86.724738,2e-06,0.000122
PF3D7-0214400,0.000716,122.121024,56.277444,1.3e-05,0.000488
PF3D7-0214500,0.000828,173.456751,51.37784,1.7e-05,0.000639
PF3D7-0214600,0.014274,0.582236,10.973469,0.001303,0.00072
PF3D7-0214700,0.003848,5.162771,7.053451,0.000548,0.001626
PF3D7-0214800,0.000564,19.401406,23.127113,2.6e-05,0.000258
PF3D7-0214900,0.008983,0.89647,2.327647,0.003863,0.002498
PF3D7-0215000,0.000399,101.543559,70.775488,6e-06,0.000236
PF3D7-0215100,0.000818,150.808166,50.510596,1.7e-05,0.000612
PF3D7-0215200,0.000602,180.851707,88.94981,7e-06,0.000403
PF3D7-0215300,0.000334,219.937032,92.75229,4e-06,0.000235
PF3D7-0215400,0.000903,56.841087,68.06477,1.4e-05,0.000412
PF3D7-0215500,0.000607,163.245268,89.197811,7e-06,0.000391
PF3D7-0215600,0.000902,113.579871,73.752617,1.2e-05,0.000547
PF3D7-0215700,0.000346,167.259076,80.478604,4e-06,0.000233
PF3D7-0215800,0.000498,152.194277,55.946953,9e-06,0.00036
PF3D7-0215900,0.00233,156.779334,85.752135,2.7e-05,0.001506
PF3D7-0216000,0.000342,133.527087,81.931619,4e-06,0.000211
PF3D7-0216100,0.000561,109.822067,76.086335,7e-06,0.000331
PF3D7-0216200,0.001242,197.647549,60.978286,2.1e-05,0.000946
PF3D7-0216300,0.000344,140.862184,79.884906,4e-06,0.00022
PF3D7-0216400,0.000862,128.47286,82.05145,1.1e-05,0.000526
PF3D7-0216500,0.000391,90.224782,58.723262,7e-06,0.000234
PF3D7-0216600,0.00132,77.567684,100.145194,1.4e-05,0.000578
PF3D7-0216700.1,0.000339,140.434172,64.937355,5e-06,0.000231
PF3D7-0216700.2,0.000424,146.956057,96.962547,4e-06,0.000255
PF3D7-0216800,0.000952,89.065627,84.552673,1.2e-05,0.00049
PF3D7-0216900,0.001742,128.840576,172.923012,1e-05,0.000748
PF3D7-0217000,0.0006,106.830897,70.940346,9e-06,0.00036
PF3D7-0217100,0.001459,92.566122,107.958927,1.4e-05,0.000674
PF3D7-0217200,0.00028,150.26141,49.700026,6e-06,0.000208
PF3D7-0217300,0.002713,209.609521,82.185551,3.3e-05,0.001931
PF3D7-0217400,0.000922,174.679452,52.30923,1.8e-05,0.000709
PF3D7-0217500,0.003954,1.924725,3.140451,0.001261,0.001502
PF3D7-0217600,0.000421,107.607215,84.550601,5e-06,0.000236
PF3D7-0217700,0.000983,158.794559,86.78087,1.1e-05,0.000632
PF3D7-0217800,0.002373,122.895778,102.378016,2.3e-05,0.001286
PF3D7-0217900,0.000739,127.848435,107.03146,7e-06,0.000402
PF3D7-0218000,0.001257,146.886131,93.782637,1.4e-05,0.000764
PF3D7-0218100,0.003986,14.332964,16.630223,0.000242,0.001844
PF3D7-0218200,0.000556,162.269635,109.873044,5e-06,0.00033
PF3D7-0218300,0.001078,153.328527,68.387417,1.6e-05,0.000746
PF3D7-0218400,0.00073,243.117075,92.059581,8e-06,0.000528
PF3D7-0218500,0.000764,140.480711,90.303536,9e-06,0.000465
PF3D7-0218600,0.000482,27.239293,28.648295,1.7e-05,0.000234
PF3D7-0218700,0.000838,196.118673,112.089049,8e-06,0.000529
PF3D7-0218800,0.002552,167.68605,91.595986,2.8e-05,0.001645
PF3D7-0218900,0.009068,195.488345,78.355232,0.000119,0.006435
PF3D7-0219000,0.021305,129.317297,89.756449,0.000239,0.012553
PF3D7-0219100,0.001016,138.018649,119.077367,9e-06,0.000545
PF3D7-0219200,0.00124,179.164421,69.918338,1.8e-05,0.000885
PF3D7-0219300,0.002129,143.762399,90.493859,2.4e-05,0.001301
PF3D7-0219400,0.001594,112.310588,143.966629,1.1e-05,0.000697
PF3D7-0219500,0.001071,203.442672,100.741532,1.1e-05,0.000706
PF3D7-0219600,0.000709,146.591192,103.45288,7e-06,0.000416
PF3D7-0219700,0.001058,167.501369,61.356941,1.7e-05,0.000772
PF3D7-0219800,0.000848,116.095618,133.491777,6e-06,0.000389
PF3D7-0219900,0.000855,110.304737,47.615882,1.8e-05,0.000594
PF3D7-0220000,0.001016,4.788135,6.563204,0.000155,0.000429
PF3D7-0220100,0.000393,187.501619,74.36692,5e-06,0.00028
PF3D7-0220200,0.000997,43.380004,45.296573,2.4e-05,0.000489
PF3D7-0220300,0.000603,143.025826,61.959927,1e-05,0.000419
PF3D7-0220400,0.000788,152.707846,81.499104,1e-05,0.000512
PF3D7-0220500,0.002384,5.796425,7.651233,0.000313,0.001028
PF3D7-0220600,0.000541,153.077107,52.773376,1.1e-05,0.000401
PF3D7-0220700,0.001242,118.635955,112.333047,1.1e-05,0.000638
PF3D7-0220800,0.006624,0.89348,2.179154,0.003043,0.001927
PF3D7-0220900,0.002309,149.552192,54.237649,4.4e-05,0.00169
PF3D7-0221000,0.001624,186.189693,80.03014,2e-05,0.001132
PF3D7-0221100,0.00199,110.827053,55.983342,3.6e-05,0.001315
PF3D7-0221200,0.000537,222.654678,71.678411,8e-06,0.000405
PF3D7-0221300,0.001765,121.331923,107.212547,1.7e-05,0.000933
PF3D7-0221400,0.00172,147.133688,78.120529,2.2e-05,0.001115
PF3D7-0221500,0.002821,109.086866,92.906284,3.1e-05,0.001519
PF3D7-0221600,0.00258,196.227459,106.483821,2.5e-05,0.001658
PF3D7-0221650,0.002028,213.788597,63.788162,3.2e-05,0.001553
PF3D7-0221700,0.000551,187.457195,74.122541,7e-06,0.000394
PF3D7-0221800,0.000867,132.589317,81.280936,1.1e-05,0.000525
PF3D7-0221900,0.001234,147.762833,74.906828,1.7e-05,0.000819
PF3D7-0222000,0.001811,183.473003,89.54189,2.1e-05,0.001212
PF3D7-0222100,0.001662,124.866979,122.828559,1.4e-05,0.000833
PF3D7-0222200,0.002237,146.291771,73.532852,3.1e-05,0.001486
PF3D7-0222300,0.001862,147.55372,81.380456,2.3e-05,0.001196
PF3D7-0222400,0.001556,165.664718,103.236715,1.5e-05,0.000953
