Gene,Si,Koni,Koffi,SKoffi,Exi
PF3D7-0100100,0.000277,148.217657,95.32607,3e-06,0.000167
PF3D7-0100200,0.001813,96.29898,70.557162,2.6e-05,0.001027
PF3D7-0100300,0.000412,125.28843,72.76802,6e-06,0.000259
PF3D7-0100400,0.001259,132.793978,48.166008,2.7e-05,0.000914
PF3D7-0100600,0.001594,130.2443,88.858785,1.9e-05,0.000949
PF3D7-0100800,0.001814,156.006275,129.859337,1.5e-05,0.00099
PF3D7-0100900,0.001383,121.457476,48.932317,2.9e-05,0.000973
PF3D7-0101000,0.001274,156.096077,52.082709,2.6e-05,0.000951
PF3D7-0101100,0.001663,115.377289,57.120618,3e-05,0.0011
PF3D7-0101300,0.002175,27.478669,35.59258,6.3e-05,0.000947
PF3D7-0101600,0.001725,103.647194,89.147575,2.1e-05,0.000924
PF3D7-0101800,0.001745,128.249378,60.512253,3e-05,0.001178
PF3D7-0101900,0.001295,184.404352,50.049588,2.6e-05,0.001009
PF3D7-0102200,0.06017,0.500987,2.080467,0.029,0.011688
PF3D7-0102300,0.00162,221.486154,281.638031,6e-06,0.000697
PF3D7-0102400,0.001391,99.745014,56.022811,2.7e-05,0.00089
PF3D7-0102500,0.016668,0.376967,2.535628,0.006599,0.002161
PF3D7-0102600,0.000632,207.205325,164.857296,4e-06,0.000351
PF3D7-0102700,0.00129,95.686513,36.209228,3.7e-05,0.000919
PF3D7-0102800,0.000707,146.242612,102.854169,7e-06,0.000413
PF3D7-0102900,0.000826,112.837878,71.768896,1.2e-05,0.000499
PF3D7-0103000,0.001117,124.169012,108.20945,1.1e-05,0.000582
PF3D7-0103100,0.000349,154.80629,157.251992,2e-06,0.000172
PF3D7-0103200,0.000744,136.098079,67.667922,1.3e-05,0.000503
PF3D7-0103300,0.000889,93.351835,80.54555,1.2e-05,0.000479
PF3D7-0103400,0.005399,0.699461,2.447778,0.002213,0.001201
PF3D7-0103500,0.000301,125.196072,67.564051,5e-06,0.000194
PF3D7-0103600,0.00057,119.97124,163.955344,4e-06,0.000242
PF3D7-0103700,0.000917,142.727533,43.67679,2.2e-05,0.000691
PF3D7-0103800,0.000907,182.449838,78.743726,1.2e-05,0.000631
PF3D7-0103900,0.000773,190.882805,154.391295,6e-06,0.000423
PF3D7-0104000,0.00303,108.223205,49.07202,6.5e-05,0.002083
PF3D7-0104100,0.000335,132.296654,48.231706,7e-06,0.00024
PF3D7-0104200,0.01104,0.723973,2.849323,0.003888,0.002239
PF3D7-0104300,0.012494,0.839537,3.199979,0.003917,0.002599
PF3D7-0104400,0.000562,246.563498,97.195611,6e-06,0.000401
PF3D7-0104500,0.002381,104.223733,106.925287,2.3e-05,0.001166
PF3D7-0104600,0.000375,290.983358,97.524295,4e-06,0.000266
PF3D7-0104700,0.000662,135.118399,45.368979,1.5e-05,0.000483
PF3D7-0104800,0.000906,137.339773,89.406247,1.1e-05,0.000554
PF3D7-0104900,0.006211,117.644394,100.11714,6.6e-05,0.003334
PF3D7-0105000,0.003824,282.259689,57.889831,6.7e-05,0.003162
PF3D7-0105100,0.00117,190.354302,60.987078,2e-05,0.000856
PF3D7-0105200,0.000631,249.070132,95.520358,7e-06,0.000456
PF3D7-0105300,0.001384,159.901787,99.723626,1.4e-05,0.000855
PF3D7-0105400.1,0.001582,127.994075,110.671629,1.5e-05,0.000851
PF3D7-0105500,0.001532,119.523326,63.151653,2.8e-05,0.001007
PF3D7-0105600,0.000425,192.968732,76.899815,6e-06,0.000298
PF3D7-0105700,0.000153,97.449431,43.221987,4e-06,0.000105
PF3D7-0105800,0.00037,158.741412,80.973942,5e-06,0.000243
PF3D7-0105900,0.000737,79.531283,63.355201,1.3e-05,0.000404
PF3D7-0106000,0.000593,183.965036,169.473837,4e-06,0.000299
PF3D7-0106100,0.000956,150.690198,82.080471,1.3e-05,0.000619
PF3D7-0106200,0.001105,150.477479,61.220505,1.8e-05,0.000782
PF3D7-0106300,0.000515,220.58504,101.5807,5e-06,0.000353
PF3D7-0106400,0.003478,87.759106,69.676943,5.5e-05,0.001872
PF3D7-0106500,0.000529,120.012202,151.616327,4e-06,0.000233
PF3D7-0106600,0.002572,100.513814,127.68594,2.2e-05,0.00114
PF3D7-0106700,0.000549,117.733147,48.917985,1.2e-05,0.000387
PF3D7-0106800,0.00118,207.524948,42.241486,2.9e-05,0.000959
PF3D7-0106900,0.000446,265.996063,61.850036,8e-06,0.000359
PF3D7-0107000,0.001422,95.184693,45.460849,3.5e-05,0.000967
PF3D7-0107100,0.001004,147.216372,99.539896,1e-05,0.000589
PF3D7-0107200,0.000971,264.718132,57.731904,1.7e-05,0.000788
PF3D7-0107300,0.000885,127.006044,43.260271,2.1e-05,0.000657
PF3D7-0107400,0.000871,212.455538,71.352668,1.2e-05,0.000641
PF3D7-0107500,0.011373,0.9147,3.619489,0.003153,0.002297
PF3D7-0107600,0.000306,104.021429,44.201863,7e-06,0.000214
PF3D7-0107700,0.001592,169.974133,176.277208,9e-06,0.000781
PF3D7-0107800,0.000369,206.130461,101.508765,4e-06,0.000247
PF3D7-0107900,0.001555,178.199873,84.420168,1.9e-05,0.001035
PF3D7-0108000,0.001257,81.693689,33.779342,3.8e-05,0.000875
PF3D7-0108100,0.000696,119.966269,52.44385,1.6e-05,0.000476
PF3D7-0108300,0.001473,3.784591,4.906876,0.000303,0.000641
PF3D7-0108400.1,0.00128,237.707495,242.57655,6e-06,0.000633
PF3D7-0108400.2,0.002753,152.460999,60.878178,4.7e-05,0.001951
PF3D7-0108500,0.028864,0.684874,2.727912,0.010614,0.005798
PF3D7-0108600,0.000701,112.787396,41.634403,1.8e-05,0.000512
PF3D7-0108700,0.000646,74.587748,62.991927,1.2e-05,0.000348
PF3D7-0108800,0.000734,159.248064,63.108064,1.2e-05,0.000524
PF3D7-0109000,0.009415,0.796432,2.45429,0.003849,0.002308
PF3D7-0109100,0.000862,102.219507,143.590185,6e-06,0.000359
PF3D7-0109200,0.000893,210.821706,67.194382,1.4e-05,0.000677
PF3D7-0109300,0.000942,132.169842,63.497222,1.7e-05,0.000631
PF3D7-0109400,0.001174,222.971425,180.621165,7e-06,0.000647
PF3D7-0109500,0.001705,133.47613,109.642155,1.6e-05,0.000925
PF3D7-0109600,0.003146,292.995075,173.472462,1.8e-05,0.001971
PF3D7-0109700,0.004319,9.650506,11.342479,0.00039,0.001984
PF3D7-0109800,0.001474,147.387312,137.263417,1.1e-05,0.000752
PF3D7-0109850,0.000875,245.301399,148.65494,6e-06,0.000542
PF3D7-0109950,0.003021,188.446474,221.08034,1.4e-05,0.00138
PF3D7-0110000,0.001147,142.485573,70.078161,1.7e-05,0.00076
PF3D7-0110100,0.000566,168.835681,104.454417,5e-06,0.000341
PF3D7-0110200,0.001069,255.973472,71.429792,1.5e-05,0.00083
PF3D7-0110300,0.007142,222.355275,206.195774,3.6e-05,0.003724
PF3D7-0110400,0.001553,97.834028,57.046656,2.9e-05,0.000971
PF3D7-0110500,0.000548,25.43917,27.315745,2.1e-05,0.000261
PF3D7-0110600,0.002549,2.526535,3.747821,0.000683,0.001026
PF3D7-0110700,0.000477,106.850896,55.393279,9e-06,0.000315
PF3D7-0110800,0.001549,108.817798,87.268728,1.8e-05,0.000851
PF3D7-0110900,0.001128,178.001404,42.611039,2.7e-05,0.000903
PF3D7-0111000,0.000242,196.564122,123.012979,2e-06,0.000149
PF3D7-0111200,0.002848,174.678239,118.868087,2.4e-05,0.001663
PF3D7-0111300,0.000433,175.996658,200.341354,2e-06,0.000202
PF3D7-0111400,0.000722,79.224394,89.298427,8e-06,0.000338
PF3D7-0111500,0.0007,207.501907,82.190033,9e-06,0.000498
PF3D7-0111600,0.001544,171.948056,90.564137,1.7e-05,0.000954
PF3D7-0111700,0.00115,158.838051,47.933352,2.5e-05,0.000882
PF3D7-0111800,0.000381,172.975838,78.797591,5e-06,0.000258
PF3D7-0111900,0.004627,101.067691,44.16292,0.000108,0.003203
PF3D7-0112000,0.001304,241.973115,136.917631,1e-05,0.000825
PF3D7-0112100,0.004258,110.792877,101.789777,4.3e-05,0.002132
PF3D7-0112200,0.000193,155.055629,48.713774,4e-06,0.000145
PF3D7-0112700,0.001041,5.620285,8.158497,0.000129,0.000425
PF3D7-0112800,0.00075,275.617375,67.414881,1.2e-05,0.000602
PF3D7-0112900,0.000538,111.697938,59.068691,1.1e-05,0.000355
PF3D7-0113000,0.087199,0.396065,8.713162,0.010066,0.003805
PF3D7-0113100,0.000462,141.495648,179.229479,3e-06,0.000201
PF3D7-0113200,0.000744,96.81935,80.284318,1e-05,0.000406
PF3D7-0113300,0.001204,78.605164,79.90929,1.8e-05,0.000597
PF3D7-0113400,0.000887,115.903068,79.579768,1.2e-05,0.000526
PF3D7-0113600,0.000252,141.080486,55.716543,5e-06,0.00018
PF3D7-0113700,0.001047,109.840202,112.707613,9e-06,0.000514
PF3D7-0113800,0.000227,109.865584,82.499532,3e-06,0.000126
PF3D7-0113900,0.001571,117.693042,78.506269,2.1e-05,0.000942
PF3D7-0114000,0.000286,182.031533,85.512609,3e-06,0.000193
PF3D7-0114100,0.00099,144.18316,40.623589,2.6e-05,0.000771
PF3D7-0114200,0.0015,176.18067,92.416574,1.7e-05,0.000981
PF3D7-0114500,0.001484,161.123984,67.879283,2.2e-05,0.001022
PF3D7-0114700,0.001469,163.228057,62.970469,2.4e-05,0.001052
PF3D7-0114800,0.002393,126.871938,58.890492,4.2e-05,0.001628
PF3D7-0115000,0.0003,246.960646,159.914786,2e-06,0.000178
PF3D7-0115100,0.001707,123.523707,60.24424,3.3e-05,0.00116
PF3D7-0115300,0.001474,139.053419,65.042245,2.6e-05,0.001012
PF3D7-0115400,0.002176,281.931262,261.449803,9e-06,0.001131
PF3D7-0115500,0.001199,159.621424,80.381399,1.5e-05,0.000789
PF3D7-0115600,0.001644,152.218218,121.630692,1.4e-05,0.000898
PF3D7-0115700,0.000305,71.74317,44.816465,7e-06,0.000184
PF3D7-0200100,0.000502,82.24579,110.54355,5e-06,0.000213
PF3D7-0200200,0.00154,219.34622,111.248752,1.4e-05,0.001019
PF3D7-0200300,0.001029,165.87796,54.623538,2e-05,0.000773
PF3D7-0200400,0.001521,138.246992,48.996445,3.4e-05,0.001118
PF3D7-0200500,0.001352,152.545402,66.933729,2e-05,0.000919
PF3D7-0200600,0.001291,116.440557,48.11554,2.8e-05,0.000907
PF3D7-0200700,0.001703,140.316514,93.168828,2e-05,0.001032
PF3D7-0201000,0.002214,158.720261,161.523869,1.4e-05,0.001091
PF3D7-0201200,0.001576,165.273267,106.008562,1.6e-05,0.000955
PF3D7-0201300,0.001799,108.068954,65.458241,2.8e-05,0.001113
PF3D7-0201400,0.004222,76.799309,65.571164,7e-05,0.002236
PF3D7-0201500,0.000491,96.358583,72.483354,7e-06,0.000279
PF3D7-0201600,0.002186,4.568626,6.691303,0.00033,0.000887
PF3D7-0201700,0.001916,5.339504,6.593124,0.000294,0.000858
PF3D7-0201800,0.001523,40.853082,35.030598,4.6e-05,0.000784
PF3D7-0201900,0.00052,5.033643,7.362402,7.1e-05,0.000211
PF3D7-0202000,0.212394,0.365403,15.024519,0.014202,0.005059
PF3D7-0202100,0.009284,0.951418,2.852941,0.003265,0.002323
PF3D7-0202200,0.001561,35.163072,41.822292,4.7e-05,0.000721
PF3D7-0202300,0.001193,178.132715,63.677376,1.9e-05,0.000876
PF3D7-0202400,0.000326,67.996104,34.507917,1.1e-05,0.000211
PF3D7-0202500,0.163226,0.763713,4.819398,0.033973,0.022352
PF3D7-0202600.1,0.0004,164.060268,135.923474,3e-06,0.000216
PF3D7-0202600.2,0.000365,359.802947,153.362601,2e-06,0.000255
PF3D7-0202700,0.000634,142.08915,96.12651,7e-06,0.000371
PF3D7-0202800,0.000532,172.635084,147.251598,4e-06,0.000285
PF3D7-0202900,0.001149,124.969539,43.424934,2.7e-05,0.000828
PF3D7-0203000,0.00064,5.766087,7.796318,8.3e-05,0.000272
PF3D7-0203100,0.000703,3.802113,5.603999,0.000127,0.000284
PF3D7-0203200,0.001473,80.324185,76.201868,2e-05,0.000742
PF3D7-0203300,0.001726,170.73719,119.59105,1.5e-05,0.001002
PF3D7-0203400,0.001134,140.729327,129.09759,9e-06,0.000587
PF3D7-0203500,0.023131,139.446478,88.330953,0.000275,0.014213
PF3D7-0203600,0.000685,82.788694,61.895284,1.1e-05,0.00039
PF3D7-0203700,0.002214,50.306691,44.326266,5.2e-05,0.001103
PF3D7-0203800,0.000955,98.138238,99.117345,1e-05,0.000476
PF3D7-0203900,0.000913,114.90723,117.510833,8e-06,0.000449
PF3D7-0204000,0.000602,136.387679,84.400199,7e-06,0.000371
PF3D7-0204100,0.000385,132.432543,205.251107,2e-06,0.000151
PF3D7-0204200,0.020759,0.931633,2.358376,0.008832,0.00588
PF3D7-0204300,0.000599,164.284991,66.151578,9e-06,0.000424
PF3D7-0204400,0.004228,119.351596,66.304545,6.5e-05,0.002648
PF3D7-0204500,0.001489,134.585673,69.92966,2.2e-05,0.000978
PF3D7-0204600,0.000424,101.957351,69.084171,6e-06,0.000249
PF3D7-0204700,0.000534,350.584123,62.476317,9e-06,0.000453
PF3D7-0204800,0.000688,238.613752,46.700615,1.5e-05,0.000562
PF3D7-0204900,0.001537,167.941637,165.8764,9e-06,0.000774
PF3D7-0205000,0.000789,123.403695,67.926852,1.2e-05,0.000508
PF3D7-0205100,0.000541,231.868091,77.135918,7e-06,0.000397
PF3D7-0205200,0.002549,108.778874,50.86942,5.1e-05,0.001735
PF3D7-0205300,0.000919,153.532472,99.552614,9e-06,0.000557
PF3D7-0205400,0.000787,121.140615,52.916142,1.6e-05,0.000537
PF3D7-0205500,0.001592,176.192422,68.199842,2.4e-05,0.001111
PF3D7-0205600,0.00067,99.305471,68.483146,1e-05,0.000389
PF3D7-0205700.1,0.003875,68.140189,66.179534,6e-05,0.001942
PF3D7-0205700.2,0.002002,164.591399,38.331523,5.6e-05,0.001542
PF3D7-0205800,0.001708,124.911519,53.335922,3.3e-05,0.001179
PF3D7-0205900,0.000569,210.297971,132.795607,4e-06,0.000342
PF3D7-0206000,0.00245,1.304299,2.702225,0.00091,0.000797
PF3D7-0206100,0.000576,133.434512,48.696852,1.2e-05,0.000422
PF3D7-0206200,0.003359,2.121148,3.37728,0.001,0.001296
PF3D7-0206300,0.000197,174.945121,122.893153,2e-06,0.000115
PF3D7-0206500,0.000673,94.880326,47.031662,1.5e-05,0.000444
PF3D7-0206600,0.000857,153.60051,118.431318,8e-06,0.000488
PF3D7-0206700,0.000552,114.579676,50.32547,1.2e-05,0.000382
PF3D7-0206800,0.001162,11.020159,14.657127,8.2e-05,0.0005
PF3D7-0206900.1,0.002371,10.615562,13.088517,0.000188,0.001063
PF3D7-0206900.2,0.000927,153.064131,52.701116,1.8e-05,0.000676
PF3D7-0207000,0.001776,10.134594,12.496151,0.000145,0.000795
PF3D7-0207100,0.009384,0.651082,8.40109,0.001122,0.000676
PF3D7-0207200,0.001245,106.932126,80.609623,1.6e-05,0.000703
PF3D7-0207300,0.001017,92.982813,91.637223,1.1e-05,0.000506
PF3D7-0207400,0.000444,155.564494,64.154086,7e-06,0.000314
PF3D7-0207500,0.000421,171.016121,90.955154,5e-06,0.000274
PF3D7-0207600,0.000832,49.577824,69.203425,1.4e-05,0.000352
PF3D7-0207700,0.000439,99.520815,39.541364,1.2e-05,0.000314
PF3D7-0207800,0.000389,136.964728,38.679965,1e-05,0.000299
PF3D7-0207900,0.000423,225.222549,112.727576,4e-06,0.000274
PF3D7-0208000,0.000418,207.521698,97.904296,4e-06,0.000281
PF3D7-0208100,0.000246,200.923187,86.32761,3e-06,0.000168
PF3D7-0208200,0.003149,82.9214,109.971232,3e-05,0.001349
PF3D7-0208300,0.000303,94.772763,35.03565,9e-06,0.000218
PF3D7-0208400,0.000375,101.48155,108.677384,4e-06,0.000181
PF3D7-0208500,0.000659,174.243855,47.561988,1.5e-05,0.000512
PF3D7-0208600,0.000758,256.385049,94.189175,8e-06,0.000552
PF3D7-0208700,0.001649,116.15009,64.970016,2.6e-05,0.001047
PF3D7-0208800,0.000857,176.158664,83.716587,1e-05,0.000578
PF3D7-0208900,0.000224,175.705784,95.708791,2e-06,0.00014
PF3D7-0209000,0.000153,142.11936,78.118876,2e-06,9.8e-05
PF3D7-0209100,0.001014,136.744869,184.1587,6e-06,0.000431
PF3D7-0209200,0.001228,137.856906,88.3453,1.5e-05,0.000749
PF3D7-0209300,0.002237,125.409697,171.867194,1.3e-05,0.000942
PF3D7-0209400,0.000828,139.450984,75.176545,1.1e-05,0.000536
PF3D7-0209500,0.002515,8.242017,10.676088,0.000241,0.001096
PF3D7-0209600,0.000444,141.0887,86.290199,5e-06,0.000274
PF3D7-0209700,0.0033,12.898836,14.7978,0.00023,0.001537
PF3D7-0209800,0.001612,69.126288,85.188353,1.9e-05,0.000721
PF3D7-0209900,0.003091,223.363009,135.973323,2.3e-05,0.001921
PF3D7-0210000,0.001424,138.982434,60.862066,2.4e-05,0.000986
PF3D7-0210100.1,0.00579,8.66584,10.416572,0.000567,0.00263
PF3D7-0210100.2,0.011103,247.151619,42.290475,0.00028,0.009487
PF3D7-0210200,0.000273,123.137568,125.087525,2e-06,0.000134
PF3D7-0210300,0.000646,149.792548,69.081783,9e-06,0.000441
PF3D7-0210400,0.00134,140.013168,48.9572,2.8e-05,0.000986
PF3D7-0210500,0.000684,31.277979,35.7163,2.1e-05,0.00032
PF3D7-0210600,0.005749,1.519366,3.715424,0.001553,0.001665
PF3D7-0210700,0.002184,127.203641,164.642788,1.3e-05,0.00095
PF3D7-0210800,0.001091,75.323594,47.965459,2.5e-05,0.000653
PF3D7-0210900,0.001705,156.569202,73.935288,2.5e-05,0.001059
PF3D7-0211000,0.001845,263.762107,107.909094,1.7e-05,0.001307
PF3D7-0211100,0.00043,143.025092,65.324036,7e-06,0.000293
PF3D7-0211200,0.001178,233.922463,188.258203,6e-06,0.000653
PF3D7-0211300,0.001288,164.778594,65.001092,2.2e-05,0.000908
PF3D7-0211400,0.001321,117.810795,92.805219,1.6e-05,0.000748
PF3D7-0211500,0.000335,213.226313,68.206903,5e-06,0.000247
PF3D7-0211600,0.002871,142.249488,193.716392,1.6e-05,0.001231
PF3D7-0211700,0.000453,101.39816,100.733213,5e-06,0.000227
PF3D7-0211800,0.000913,104.360437,49.524221,1.9e-05,0.000593
PF3D7-0211900,0.001046,170.424994,215.475632,5e-06,0.000452
PF3D7-0212000,0.000813,124.217926,44.18335,1.9e-05,0.0006
PF3D7-0212100,0.000479,128.282701,141.996635,3e-06,0.000224
PF3D7-0212200,0.000956,174.29406,93.714858,1e-05,0.000617
PF3D7-0212300,0.001188,63.928536,49.013715,2.7e-05,0.00067
PF3D7-0212400,0.000395,30.721084,37.606849,1.2e-05,0.000178
PF3D7-0212500,0.000602,8.355725,9.98385,6.2e-05,0.000274
PF3D7-0212600,0.027132,0.614063,5.143829,0.0053,0.002899
PF3D7-0212700,0.001044,84.728181,49.856185,2.2e-05,0.000654
PF3D7-0212800,0.000309,184.972514,113.717585,3e-06,0.000191
PF3D7-0212900,0.000589,229.676587,105.971831,6e-06,0.000395
PF3D7-0213000,0.000749,146.947739,92.132831,8e-06,0.000458
PF3D7-0213100,0.001163,121.837684,113.682779,1.1e-05,0.000591
PF3D7-0213200,0.001612,198.021713,127.547969,1.3e-05,0.000978
PF3D7-0213400,0.00093,134.973919,156.664905,6e-06,0.000429
PF3D7-0213300,0.001889,162.811721,72.542497,2.7e-05,0.001302
PF3D7-0213500,0.000981,134.404965,84.866482,1.2e-05,0.000597
PF3D7-0213600,0.000252,156.745309,105.303551,2e-06,0.00015
PF3D7-0213700,0.001345,240.011888,136.170649,1e-05,0.000848
PF3D7-0213800,0.000818,186.32009,108.80432,8e-06,0.000517
PF3D7-0213900,0.000542,93.756074,64.299244,9e-06,0.00032
PF3D7-0214000,0.00103,124.518835,102.80582,1e-05,0.000562
PF3D7-0214100,0.001904,4.08582,5.066062,0.00038,0.00085
PF3D7-0214200,0.001181,136.535125,74.582427,1.8e-05,0.000763
PF3D7-0214300,0.000196,192.082016,75.983549,3e-06,0.000139
PF3D7-0214400,0.001967,35.440458,40.924641,5.1e-05,0.00091
PF3D7-0214500,0.001118,163.69973,103.797224,1.1e-05,0.000678
PF3D7-0214600,0.012394,0.45302,3.438248,0.00362,0.001446
PF3D7-0214700,0.002056,87.019007,94.556511,2.2e-05,0.000983
PF3D7-0214800,0.002641,1.175497,2.520524,0.001051,0.00084
PF3D7-0214900,0.000364,114.675218,55.364272,7e-06,0.000242
PF3D7-0215000,0.000254,246.042009,78.911096,3e-06,0.000191
PF3D7-0215100,0.000817,246.68612,141.691013,6e-06,0.000513
PF3D7-0215200,0.00055,154.466706,57.750142,1e-05,0.000401
PF3D7-0215300,0.001594,3.421952,4.936713,0.000325,0.000653
PF3D7-0215400,0.000684,79.731221,98.867354,7e-06,0.000304
PF3D7-0215500,0.000795,196.873786,207.337268,4e-06,0.000385
PF3D7-0215600,0.000809,219.753677,91.52599,9e-06,0.000568
PF3D7-0215700,0.000657,118.604343,155.782008,5e-06,0.000286
PF3D7-0215800,0.000403,245.660749,59.898378,7e-06,0.000323
PF3D7-0215900,0.002586,154.038537,151.066428,1.8e-05,0.001305
PF3D7-0216000,0.000207,191.028123,68.434029,3e-06,0.000152
PF3D7-0216100,0.000472,148.462668,84.227139,6e-06,0.000298
PF3D7-0216200,0.0027,91.355096,96.299809,2.8e-05,0.0013
PF3D7-0216300,0.00037,179.329897,67.307226,6e-06,0.000258
PF3D7-0216400,0.000519,179.340505,54.670296,1e-05,0.000396
PF3D7-0216500,0.000277,100.258861,74.05626,4e-06,0.000159
PF3D7-0216600,0.000952,74.53669,52.402176,1.8e-05,0.000557
PF3D7-0216700.1,0.000509,93.611465,62.646511,8e-06,0.000301
PF3D7-0216700.2,0.000468,148.839463,112.091773,4e-06,0.000265
PF3D7-0216800,0.000624,178.321946,220.407549,3e-06,0.000279
PF3D7-0216900,0.001072,123.39256,87.030964,1.3e-05,0.000625
PF3D7-0217000,0.000521,104.998201,66.810803,9e-06,0.000322
PF3D7-0217100,0.000646,222.252052,100.60012,7e-06,0.000441
PF3D7-0217200,0.000382,135.668856,139.619154,3e-06,0.000188
PF3D7-0217300,0.00261,196.722099,103.07587,2.6e-05,0.001712
PF3D7-0217400,0.001002,176.560419,111.879037,9e-06,0.000605
PF3D7-0217500,0.001337,5.763588,7.612594,0.000178,0.000576
PF3D7-0217600,0.000344,208.505547,158.075219,2e-06,0.000195
PF3D7-0217700,0.000964,182.173043,78.058626,1.3e-05,0.000672
PF3D7-0217800,0.004381,77.220165,97.451202,4.6e-05,0.001938
PF3D7-0217900,0.000541,75.747622,49.840359,1.2e-05,0.000329
PF3D7-0218000,0.001123,133.637292,92.361183,1.2e-05,0.000622
PF3D7-0218100,0.000932,187.683965,66.511827,1.4e-05,0.000686
PF3D7-0218200,0.000505,162.687,142.877508,4e-06,0.000265
PF3D7-0218300,0.001228,134.762685,97.156232,1.3e-05,0.000711
PF3D7-0218400,0.001176,82.452358,55.704079,2.2e-05,0.000702
PF3D7-0218500,0.000924,97.399452,77.26003,1.2e-05,0.00051
PF3D7-0218600,0.000367,116.126959,111.200701,3e-06,0.000187
PF3D7-0218700,0.001972,23.041049,26.070839,8.4e-05,0.000919
PF3D7-0218800,0.00402,124.813537,179.186184,2.3e-05,0.001639
PF3D7-0218900,0.011733,170.187077,141.72787,8.5e-05,0.006395
PF3D7-0219000,0.025869,113.675263,120.303935,0.00022,0.012471
PF3D7-0219100,0.001164,79.364652,85.461575,1.4e-05,0.000562
PF3D7-0219200,0.001443,264.311971,85.626706,1.7e-05,0.001076
PF3D7-0219300,0.001395,174.802625,53.754718,2.6e-05,0.001066
PF3D7-0219400,0.001391,92.517706,74.702702,1.9e-05,0.000758
PF3D7-0219500,0.000894,138.610415,75.05346,1.2e-05,0.000577
PF3D7-0219600,0.000541,137.647398,91.837538,6e-06,0.000321
PF3D7-0219700,0.003621,14.474374,17.244088,0.000221,0.001654
PF3D7-0219800,0.001052,91.681136,131.894808,9e-06,0.000432
PF3D7-0219900,0.002622,27.435543,33.647349,9e-05,0.001186
PF3D7-0220000,0.056248,0.60239,4.693467,0.012024,0.006407
PF3D7-0220100,0.001076,45.821983,45.931944,2.7e-05,0.000531
PF3D7-0220200,0.001956,9.539526,11.43954,0.000174,0.000889
PF3D7-0220300,0.000745,157.033113,127.991143,6e-06,0.000406
PF3D7-0220400,0.001089,210.656521,235.374197,5e-06,0.00051
PF3D7-0220500,0.000863,72.348592,29.488347,3e-05,0.0006
PF3D7-0220600,0.000848,85.451032,64.277229,1.4e-05,0.000477
PF3D7-0220700,0.003027,15.94273,19.263926,0.00018,0.001378
PF3D7-0220800,0.00031,162.811566,76.840915,4e-06,0.000211
PF3D7-0221200,0.000947,75.217056,86.174363,1.2e-05,0.000443
PF3D7-0221400,0.001602,115.709739,50.168184,3.3e-05,0.001107
PF3D7-0221700,0.00119,41.418245,32.947589,3.9e-05,0.000649
PF3D7-0221800,0.000703,239.768532,78.851596,9e-06,0.000528
PF3D7-0222100,0.001354,138.862184,83.337108,1.7e-05,0.000829
PF3D7-0222600,0.00176,207.036483,188.262818,1e-05,0.000924
PF3D7-0222700,0.001591,80.236575,50.551671,3.3e-05,0.000977
PF3D7-0222800,0.001598,212.414291,82.477156,2e-05,0.001118
PF3D7-0223100,0.001567,104.153303,56.542431,3.5e-05,0.00103
PF3D7-0223400,0.001986,199.859779,179.208042,1.1e-05,0.001039
PF3D7-0223500,0.000231,181.434859,63.984243,4e-06,0.000169
PF3D7-0300100,0.000343,110.441101,110.101922,3e-06,0.000172
PF3D7-0300200,0.00148,95.339011,36.426113,4.2e-05,0.001048
PF3D7-0300500,0.001494,168.779049,96.727401,1.6e-05,0.000948
PF3D7-0300700,0.001341,105.787814,47.330395,3e-05,0.000924
PF3D7-0300800,0.001363,352.198122,97.670613,1.5e-05,0.001059
PF3D7-0300900,0.002561,104.174703,100.508501,2.7e-05,0.001308
PF3D7-0301000,0.000633,203.341579,99.475319,7e-06,0.000422
PF3D7-0301100,0.002277,245.963732,171.183042,1.3e-05,0.001335
PF3D7-0301200,0.001051,107.280239,125.626015,8e-06,0.000479
PF3D7-0301300,0.001609,52.001028,44.878976,3.7e-05,0.000845
PF3D7-0301400,0.001338,171.456128,98.958093,1.4e-05,0.000842
PF3D7-0301500,0.00093,123.989745,188.222724,5e-06,0.00037
PF3D7-0301600,0.002043,9.178647,11.029481,0.000189,0.000928
PF3D7-0301700,0.000552,101.281917,56.933874,1e-05,0.000349
PF3D7-0301800,0.002555,9.599739,11.160162,0.000234,0.00118
PF3D7-0301900,0.000677,265.917332,83.337684,9e-06,0.000515
PF3D7-0302000,0.001209,180.775941,138.22312,9e-06,0.000685
PF3D7-0302100,0.000378,121.605465,93.425914,4e-06,0.000212
PF3D7-0302200,0.000534,140.214792,165.978127,3e-06,0.000245
PF3D7-0302500,0.000383,81.241611,65.6441,6e-06,0.000205
PF3D7-0302600,0.000498,86.667306,107.518125,5e-06,0.000227
PF3D7-0302700,0.001888,159.922623,129.457123,1.5e-05,0.00104
PF3D7-0302800,0.000899,109.227776,104.376323,9e-06,0.000454
PF3D7-0302900,0.000518,91.86999,110.176993,5e-06,0.000233
PF3D7-0303000,0.000709,169.266592,97.026186,7e-06,0.000449
PF3D7-0303100,0.000406,144.560227,195.579744,2e-06,0.000173
PF3D7-0303200,0.000364,91.402761,40.502714,9e-06,0.000249
PF3D7-0303300,0.000764,143.475981,54.607577,1.4e-05,0.00055
PF3D7-0303400,0.000418,191.04236,74.221411,6e-06,0.000301
PF3D7-0303500,0.000316,203.461905,205.289605,2e-06,0.000156
